Start Time,Average of Latency(ms)
1717638259796,37.33333333
1717638259803,24
1717638259806,21
1717638259807,25
1717638259808,24
1717638259811,27.25
1717638259812,29
1717638259813,49
1717638259816,23
1717638259820,38
1717638259827,33.23529412
1717638259832,33.25
1717638259837,43
1717638259839,20
1717638259841,28
1717638259847,33
1717638259848,19
1717638259856,30
1717638259858,26
1717638259859,27.5
1717638259860,27.16666667
1717638259862,25.5
1717638259865,34
1717638259867,36.77777778
1717638259880,28.25
1717638259881,28
1717638259883,27.66666667
1717638259892,24
1717638259899,33
1717638259908,22.33333333
1717638259910,22
1717638259911,20
1717638259912,20
1717638259914,19
1717638259917,25.83333333
1717638259927,18
1717638259928,29.66666667
1717638259929,28
1717638259932,32.0625
1717638259933,28
1717638259935,28
1717638259942,53.5
1717638259944,35
1717638259945,29.75
1717638259951,33.5
1717638259961,34
1717638259963,30.5
1717638259964,32
1717638259967,29
1717638259974,27
1717638259979,22
1717638259989,19
1717638259991,18
1717638259995,26.61538462
1717638259996,36.5
1717638260001,63.55555556
1717638260008,56
1717638260009,54
1717638260020,43.75
1717638260021,43.28571429
1717638260022,44
1717638260032,33.6
1717638260033,33
1717638260063,21.33333333
1717638260064,20.9375
1717638260066,27.23076923
1717638260084,32
1717638260085,31.47058824
1717638260094,24.66666667
1717638260116,36.08333333
1717638260117,39.6875
1717638260122,35
1717638260140,19.33333333
1717638260156,23.46153846
1717638260157,23
1717638260158,21
1717638260162,18
1717638260179,22.55555556
1717638260180,26.56521739
1717638260199,29
1717638260200,28
1717638260206,45.83333333
1717638260207,45.36842105
1717638260228,23.14285714
1717638260249,18
1717638260250,30
1717638260252,29.375
1717638260253,28.90909091
1717638260267,21
1717638260274,27.5
1717638260280,34.28571429
1717638260281,34
1717638260283,50.3
1717638260284,51.66666667
1717638260288,44
1717638260297,37.33333333
1717638260314,25
1717638260315,22.5
1717638260332,23.16666667
1717638260333,22.83333333
1717638260339,28.71428571
1717638260355,37.42857143
1717638260356,37.09090909
1717638260365,28
1717638260366,27
1717638260368,25.8
1717638260370,31
1717638260385,16
1717638260386,27
1717638260387,115
1717638260388,107
1717638260389,127
1717638260391,253.25
1717638260392,110
1717638260393,36.875
1717638260394,43.89473684
1717638260395,121.25
1717638260397,108.3333333
1717638260398,266
1717638260399,265
1717638260400,432
1717638260401,298.2
1717638260402,519
1717638260403,842
1717638260404,1274.75
1717638260405,946.6
1717638260406,748.2222222
1717638260407,691.3333333
1717638260408,839
1717638260409,531.75
1717638260410,1337.5
1717638260411,775
1717638260412,894
1717638260413,322
1717638260414,1403.285714
1717638260415,690.1428571
1717638260416,418
1717638260429,248.6666667
1717638260430,244.5
1717638260431,1830.833333
1717638260432,1692
1717638260433,747.75
1717638260434,906.2
1717638260435,523
1717638260436,851.5
1717638260437,334.2222222
1717638260438,393
1717638260439,469.1428571
1717638260440,584.8
1717638260441,631.5555556
1717638260442,599.75
1717638260443,326
1717638260444,341.6
1717638260445,587.1666667
1717638260446,709.6
1717638260447,1202.888889
1717638260448,591.75
1717638260449,531.4444444
1717638260450,297.8333333
1717638260451,407.3333333
1717638260452,266.75
1717638260453,893.8571429
1717638260454,788.625
1717638260455,213.1666667
1717638260456,263.6666667
1717638260457,325.625
1717638260458,209
1717638260459,252.5
1717638260460,379
1717638260461,431.1428571
1717638260462,599.7142857
1717638260463,608.3333333
1717638260464,571.1666667
1717638260465,610.6666667
1717638260466,471.25
1717638260467,586.8571429
1717638260468,645.8
1717638260469,1430.6
1717638260470,311.4545455
1717638260471,645.7777778
1717638260472,227.2
1717638260473,775.0909091
1717638260474,109.375
1717638260475,186.6
1717638260476,732
1717638260477,195
1717638260478,719
1717638260479,1095.285714
1717638260480,818.1
1717638260481,811.2222222
1717638260482,490.1428571
1717638260483,1476.5
1717638260484,803.8571429
1717638260485,345.75
1717638260486,754.3333333
1717638260487,679.4285714
1717638260488,323.1666667
1717638260489,187.6666667
1717638260490,188.8
1717638260491,154.5
1717638260495,713
1717638260496,40
1717638260498,94.625
1717638260499,37
1717638260502,207.8125
1717638260505,196.75
1717638260509,35
1717638260520,923.6363636
1717638260523,382
1717638260536,43.14285714
1717638260543,37.6
1717638260544,34.5
1717638260552,33
1717638260560,757
1717638260568,295.6666667
1717638260572,123.2
1717638260577,207
1717638260580,43.125
1717638260581,42.66666667
1717638260585,38
1717638260594,796
1717638260595,35
1717638260598,132.4
1717638260604,38.25
1717638260605,60.66666667
1717638260606,80
1717638260612,1002.25
1717638260623,44.15789474
1717638260624,59.4375
1717638260628,66.66666667
1717638260630,36
1717638260631,75.4
1717638260633,88.57142857
1717638260635,91.25
1717638260638,366.75
1717638260643,498.5
1717638260648,608
1717638260664,726
1717638260665,372.8695652
1717638260666,191.9545455
1717638260667,855
1717638260669,181.2857143
1717638260672,76
1717638260677,806
1717638260682,621.6
1717638260684,795
1717638260686,77.16666667
1717638260700,490.7692308
1717638260701,437.1578947
1717638260708,450.2727273
1717638260709,77
1717638260710,91
1717638260712,105
1717638260717,122.3333333
1717638260718,55.30769231
1717638260719,41.8
1717638260720,41.2
1717638260721,150
1717638260726,413.5
1717638260728,560.25
1717638260733,323
1717638260734,155.5
1717638260735,154
1717638260737,467.5
1717638260738,31
1717638260741,429.5
1717638260743,470.8888889
1717638260744,464
1717638260748,235.75
1717638260760,95.90909091
1717638260761,79.18518519
1717638260762,300.3636364
1717638260763,193
1717638260769,181.6923077
1717638260770,206
1717638260771,352.3333333
1717638260783,29
1717638260784,150.75
1717638260786,192.3333333
1717638260787,192
1717638260790,189
1717638260791,643.125
1717638260793,29
1717638260794,28
1717638260796,34
1717638260800,35.33333333
1717638260801,40.66666667
1717638260811,417.5714286
1717638260812,92.2
1717638260813,350.7777778
1717638260816,841.5
1717638260821,175.3333333
1717638260822,148.8
1717638260832,35.35714286
1717638260837,128
1717638260840,190.3333333
1717638260841,429.4285714
1717638260843,1172
1717638260844,27.5
1717638260856,18
1717638260864,99.66666667
1717638260865,666.6
1717638260867,933.5
1717638260868,31
1717638260869,106.5714286
1717638260871,431.25
1717638260872,164.7777778
1717638260874,41.25
1717638260880,164
1717638260884,647.6
1717638260889,524.6666667
1717638260890,336
1717638260891,1868.4
1717638260895,22.5
1717638260899,25.72727273
1717638260900,28
1717638260913,314.2857143
1717638260916,371
1717638260917,401
1717638260919,406.75
1717638260924,362
1717638260925,460.3333333
1717638260927,36.16666667
1717638260928,35
1717638260929,34.2
1717638260933,123
1717638260940,133
1717638260944,25
1717638260945,34
1717638260953,45
1717638260954,429.8
1717638260956,651
1717638260958,1302
1717638260959,957.5
1717638260962,259.0625
1717638260963,133.4
1717638260964,35
1717638260969,51
1717638260970,460
1717638260972,1438
1717638260978,172.9375
1717638260979,167.9090909
1717638260980,1491
1717638260981,965
1717638260984,33
1717638260991,30.36363636
1717638260992,34
1717638260999,30.16666667
1717638261004,147.3333333
1717638261006,201.6428571
1717638261009,1660
1717638261010,1271
1717638261015,680
1717638261016,1218
1717638261017,36.75
1717638261020,36.3
1717638261025,38.25
1717638261026,38.25
1717638261027,180
1717638261028,161.5
1717638261029,167.7
1717638261030,163.6
1717638261032,169.6666667
1717638261041,341
1717638261043,347
1717638261044,550.2222222
1717638261045,162.5
1717638261048,34
1717638261055,90
1717638261056,89.47058824
1717638261057,72.5
1717638261063,64.66666667
1717638261064,53
1717638261065,101
1717638261073,1223.666667
1717638261082,67
1717638261095,54
1717638261096,153.1666667
1717638261105,188.4444444
1717638261119,88.42857143
1717638261123,29
1717638261124,28
1717638261148,137.15
1717638261149,549.5609756
1717638261150,39
1717638261152,144.125
1717638261153,417.25
1717638261154,812.5
1717638261160,620.8823529
1717638261161,552.8333333
1717638261181,380
1717638261184,316.9230769
1717638261189,88.66666667
1717638261190,186.25
1717638261196,25
1717638261197,23
1717638261200,104.4
1717638261207,123.6818182
1717638261208,290.1714286
1717638261214,122
1717638261215,45
1717638261216,28.5
1717638261221,41
1717638261222,40
1717638261226,114.7142857
1717638261230,112.3
1717638261231,113
1717638261236,38
1717638261240,34
1717638261241,33
1717638261243,45
1717638261244,44
1717638261245,173.5
1717638261246,350
1717638261249,346
1717638261250,357.875
1717638261262,94.1
1717638261274,87.53846154
1717638261288,96.52941176
1717638261301,445
1717638261302,344.5238095
1717638261312,1694
1717638261317,699.6875
1717638261318,104
1717638261325,117.9090909
1717638261326,119
1717638261327,110.6
1717638261328,115.2
1717638261330,123
1717638261331,114
1717638261332,113.5
1717638261333,112.3333333
1717638261336,123.952381
1717638261337,137.6
1717638261340,521
1717638261341,264.1666667
1717638261343,138
1717638261344,137.5
1717638261356,50.92592593
1717638261357,96
1717638261362,136
1717638261363,119.5
1717638261368,148
1717638261382,140
1717638261390,133.2666667
1717638261391,147
1717638261398,31.53846154
1717638261399,31
1717638261404,26
1717638261405,37.44444444
1717638261413,126
1717638261414,125
1717638261418,121
1717638261419,125.9473684
1717638261420,138.3333333
1717638261429,93.46153846
1717638261430,72.89473684
1717638261434,109.1
1717638261444,68.66666667
1717638261445,114.5128205
1717638261446,121.125
1717638261453,155.6
1717638261458,139.375
1717638261471,140
1717638261472,133.0714286
1717638261479,138.9
1717638261480,146.9333333
1717638261481,158.1333333
1717638261482,260.7647059
1717638261483,104.5789474
1717638261494,130.0588235
1717638261495,175.6666667
1717638261498,206
1717638261500,42
1717638261507,36.5
1717638261508,219
1717638261512,212.5
1717638261513,213
1717638261518,210
1717638261519,1263.666667
1717638261520,834.8333333
1717638261521,483.4285714
1717638261522,220.4705882
1717638261523,549.6666667
1717638261537,36
1717638261538,105.4615385
1717638261539,274.875
1717638261542,552.3333333
1717638261544,579
1717638261545,403
1717638261547,302
1717638261558,862.3571429
1717638261559,683.625
1717638261560,559.75
1717638261561,658.525
1717638261562,722
1717638261563,837.3333333
1717638261566,284
1717638261568,282
1717638261573,47
1717638261574,50.77777778
1717638261588,262
1717638261593,257.5
1717638261594,569.2
1717638261599,846.5789474
1717638261600,773.5
1717638261603,928.2
1717638261604,864.8181818
1717638261616,44.125
1717638261617,46
1717638261623,40
1717638261624,39.09090909
1717638261625,452
1717638261629,340.2727273
1717638261630,235.5555556
1717638261631,214.3333333
1717638261639,227
1717638261642,54
1717638261662,34
1717638261663,297.8947368
1717638261664,784.5714286
1717638261696,17
1717638261698,22.5
1717638261701,31.52631579
1717638261713,20
1717638261718,17
1717638261721,59.83333333
1717638261723,632
1717638261724,714
1717638261725,1045
1717638261727,880.5
1717638261728,613.7
1717638261732,358.1
1717638261733,407.9666667
1717638261735,38
1717638261747,27
1717638261748,26.75
1717638261755,18
1717638261772,66.625
1717638261773,304.6666667
1717638261774,65
1717638261775,224.25
1717638261778,641.5
1717638261804,458
1717638261805,630.5294118
1717638261822,536
1717638261823,872.7142857
1717638261824,238
1717638261835,22
1717638261838,34.75
1717638261839,36.75
1717638261848,30.66666667
1717638261849,632.3888889
1717638261850,703.7916667
1717638261851,1001.916667
1717638261852,689.5
1717638261857,22
1717638261866,18
1717638261870,26.2
1717638261876,35
1717638261877,33.625
1717638261878,33
1717638261879,31.75
1717638261884,26
1717638261890,194
1717638261894,593.8333333
1717638261895,752.7222222
1717638261898,25
1717638261910,31
1717638261911,31.76470588
1717638261921,25
1717638261923,30
1717638261941,43.83333333
1717638261942,43.81818182
1717638261945,42.5
1717638261946,93.4
1717638261947,174.2
1717638261953,32
1717638261980,165.3333333
1717638261982,837
1717638261984,38
1717638261985,37.9375
1717638261987,37
1717638261988,35.6
1717638262005,146
1717638262014,295
1717638262015,147.1428571
1717638262022,23
1717638262023,29.5
1717638262024,37
1717638262042,21
1717638262048,35
1717638262050,34.33333333
1717638262051,34
1717638262053,33.4
1717638262061,35
1717638262062,103.84
1717638262063,77.5
1717638262075,111
1717638262082,176
1717638262083,109.7142857
1717638262084,343.7647059
1717638262085,33.5
1717638262087,64.85714286
1717638262088,64.28571429
1717638262097,251
1717638262098,391.375
1717638262113,807
1717638262116,727
1717638262117,469.6923077
1717638262118,133.25
1717638262119,187.6666667
1717638262120,152.2
1717638262122,242
1717638262123,231.7777778
1717638262145,216
1717638262146,200
1717638262147,188
1717638262150,178
1717638262151,277.8235294
1717638262152,153.2
1717638262153,49
1717638262160,269
1717638262168,485.8666667
1717638262169,780.8823529
1717638262202,131.25
1717638262203,42.25
1717638262244,45.875
1717638262249,148.4705882
1717638262250,383.125
1717638262251,197
1717638262262,438.7142857
1717638262289,67.8
1717638262296,64.18181818
1717638262297,67
1717638262318,100.5
1717638262327,122
1717638262328,91.15384615
1717638262329,91.5
1717638262347,70.5
1717638262348,93
1717638262349,75.375
1717638262350,101.5
1717638262351,66
1717638262355,85.16666667
