Start Time,Average of Latency(ms)
1717638272326,101.6666667
1717638272328,104.6666667
1717638272337,95.75
1717638272338,97.64
1717638272339,105.2444444
1717638272367,76.66666667
1717638272368,77.09375
1717638272369,79.38297872
1717638272370,84.55319149
1717638272384,73
1717638272385,77.14285714
1717638272386,94.33333333
1717638272415,51.75
1717638272416,53.86666667
1717638272423,65.65517241
1717638272424,67.25641026
1717638272431,64.53846154
1717638272432,72.14285714
1717638272433,76.125
1717638272434,67.5
1717638272435,75.9
1717638272436,75
1717638272437,47.4
1717638272442,68.66666667
1717638272443,57.52380952
1717638272444,66.86111111
1717638272445,68.41176471
1717638272447,68.31034483
1717638272448,65
1717638272449,65.35714286
1717638272450,68.20689655
1717638272452,67.22222222
1717638272455,67.09090909
1717638272456,65.30769231
1717638272457,68.55
1717638272459,66.6875
1717638272466,58.28205128
1717638272467,63.40909091
1717638272470,71.76470588
1717638272494,49.61538462
1717638272495,51.575
1717638272496,54.33333333
1717638272497,54.66666667
1717638272509,46.28125
1717638272510,44.95348837
1717638272511,47.72093023
1717638272512,57.76744186
1717638272513,67.16
1717638272514,74
1717638272518,71
1717638272519,71.72727273
1717638272521,69.85714286
1717638272525,69.47368421
1717638272526,90
1717638272527,93.5
1717638272534,78.11111111
1717638272538,89.5
1717638272541,74.6
1717638272542,75.5
1717638272543,82.44444444
1717638272545,77
1717638272551,76.08571429
1717638272552,76.27777778
1717638272555,75
1717638272556,76.25
1717638272557,75.25
1717638272559,81.06666667
1717638272563,71.47619048
1717638272565,80.44444444
1717638272572,71.125
1717638272573,75
1717638272576,73.64285714
1717638272577,75.33333333
1717638272588,58.09090909
1717638272589,75.63829787
1717638272590,77.66666667
1717638272592,82.04166667
1717638272593,74.6
1717638272597,74.4
1717638272598,75.88888889
1717638272619,52.76
1717638272620,56.29411765
1717638272621,58.27272727
1717638272626,69.16666667
1717638272627,68.5
1717638272628,67.60869565
1717638272629,66.47368421
1717638272630,66.39285714
1717638272631,61.76923077
1717638272632,63.73076923
1717638272633,68.31578947
1717638272636,63
1717638272637,62.71428571
1717638272639,62.16666667
1717638272647,68.38461538
1717638272648,61.53846154
1717638272649,72.19047619
1717638272650,71.46153846
1717638272651,72.25
1717638272673,49.17647059
1717638272674,76.42222222
1717638272675,78.17460317
1717638272676,85.27083333
1717638272677,84.95652174
1717638272695,67.8
1717638272696,68
1717638272697,67.04166667
1717638272698,100.4117647
1717638272699,157.4166667
1717638272700,181.8
1717638272702,175.5217391
1717638272703,180.3333333
1717638272704,119
1717638272707,175.6470588
1717638272708,174
1717638272720,163.75
1717638272721,164.147541
1717638272722,164.75
1717638272725,161.2777778
1717638272758,128.5
1717638272759,128.9803922
1717638272760,128.0540541
1717638272761,129.1428571
1717638272762,129.5625
1717638272763,130.0204082
1717638272764,134.1136364
1717638272765,148.8723404
1717638272766,168
1717638272881,38.5
1717638272882,39.40540541
1717638272883,42.10810811
1717638272884,40.10714286
1717638272885,40.93333333
1717638272886,75.9
1717638272887,87.26470588
1717638272888,98.25
1717638272889,118.7586207
1717638272890,122.7
1717638272891,124.2580645
1717638272892,124.2368421
1717638272893,127.3636364
1717638272894,125.6666667
1717638272895,125
1717638272896,124
1717638272898,123.25
1717638272905,115.75
1717638272906,121.9
1717638272913,114.2857143
1717638272914,117.8461538
1717638272917,109.5
1717638272922,107.88
1717638272923,112.3214286
1717638272926,111.2592593
1717638272928,116.1071429
1717638272929,138.6666667
1717638272934,171.4545455
1717638272970,129.1428571
1717638272971,128.1176471
1717638272977,123.8333333
1717638272978,127.862069
1717638273000,100.1818182
1717638273011,93.53846154
1717638273012,97.30434783
1717638273013,95.75
1717638273014,94.39130435
1717638273015,95.25
1717638273017,95.06666667
1717638273018,94
1717638273019,90.69565217
1717638273020,85.28
1717638273021,93.16666667
1717638273022,92.6875
1717638273023,91.33333333
1717638273026,88.18181818
1717638273027,87.26666667
1717638273030,85
1717638273031,84.23333333
1717638273032,84.30434783
1717638273033,83
1717638273036,81
1717638273037,80
1717638273038,79.52380952
1717638273039,78.83333333
1717638273048,69.2
1717638273049,68.57142857
1717638273050,68.875
1717638273104,26.28571429
1717638273105,29.17391304
1717638273106,41.32142857
1717638273107,42.90243902
1717638273108,41.625
1717638273109,71.54285714
1717638273110,80.13333333
1717638273111,81.23076923
1717638273112,82.04545455
1717638273113,87.7
1717638273114,86.10526316
1717638273115,93.94594595
1717638273116,97.22727273
1717638273117,102.25
1717638273118,106.6410256
1717638273125,109
1717638273130,99.83333333
1717638273131,111.1538462
1717638273142,94.33333333
1717638273143,99
1717638273149,93
1717638273150,92
1717638273151,91.92857143
1717638273183,58
1717638273184,57
1717638273187,54
1717638273188,58.61111111
1717638273189,54.33333333
1717638273192,52
1717638273193,53.69230769
1717638273194,57.86206897
1717638273195,53
1717638273196,57.95833333
1717638273197,60.2
1717638273201,57
1717638273202,56.79487179
1717638273203,58.42857143
1717638273204,60
1717638273205,60.28571429
1717638273206,58.2962963
1717638273207,56.75
1717638273216,52.61538462
1717638273217,61.11538462
1717638273218,60.96296296
1717638273219,64.84615385
1717638273220,73
1717638273224,69.4
1717638273225,67.91666667
1717638273226,68.14285714
1717638273241,54.63265306
1717638273242,63.69791667
1717638273243,78.9
1717638273247,74.6
1717638273248,71.31034483
1717638273249,72.40740741
1717638273254,69
1717638273255,67.46666667
1717638273256,67
1717638273258,67.53846154
1717638273259,69
1717638273261,69.4
1717638273262,69.83333333
1717638273264,65.3
1717638273266,85.73076923
1717638273267,91.71428571
1717638273268,92
1717638273269,91.71428571
1717638273278,83.5
1717638273279,81.29166667
1717638273280,81.96428571
1717638273281,83.21052632
1717638273282,77.22222222
1717638273292,71.25
1717638273293,75.64285714
1717638273294,87.875
1717638273295,83.75
1717638273296,83.67857143
1717638273297,83.42857143
1717638273302,85.31578947
1717638273303,85.65517241
1717638273304,89.31034483
1717638273305,100.4545455
1717638273321,85.33333333
1717638273322,84.05882353
1717638273323,84.62711864
1717638273324,86.95238095
1717638273328,82.5
1717638273329,87.72727273
1717638273330,87.38888889
1717638273338,80
1717638273343,54
1717638273345,61.81818182
1717638273350,67
1717638273351,66
1717638273360,63.96153846
1717638273361,63.47619048
1717638273362,67.55172414
1717638273363,73.5
1717638273364,78.66666667
1717638273368,77
1717638273374,60
1717638273376,58.91666667
1717638273380,56.66666667
1717638273381,57.39285714
1717638273384,54.70588235
1717638273385,55.75
1717638273386,57.53333333
1717638273388,63.30769231
1717638273389,63.39130435
1717638273390,63.63636364
1717638273391,59.5
1717638273403,52
1717638273404,49.13888889
1717638273405,59.15384615
1717638273406,60.31034483
1717638273407,62
1717638273408,63
1717638273409,62.33333333
1717638273410,61.66666667
1717638273416,61.39393939
1717638273417,63.92105263
1717638273418,68.5862069
1717638273426,62.41666667
1717638273427,61.5
1717638273429,63.65217391
1717638273430,66.14285714
1717638273431,69.2
1717638273432,58.33333333
1717638273433,67.6
1717638273434,65.7
1717638273435,65.41666667
1717638273437,63.9375
1717638273438,81
1717638273439,89
1717638273441,87.625
1717638273442,87
1717638273443,86
1717638273444,85.2
1717638273445,77.59375
1717638273449,82
1717638273450,80.69565217
1717638273451,80
1717638273454,77.875
1717638273455,77.88235294
1717638273457,77.2
1717638273462,70
1717638273463,71
1717638273466,69.05263158
1717638273467,67
1717638273468,67.33333333
1717638273469,67.25
1717638273470,67.18181818
1717638273471,71.2
1717638273473,86.15384615
1717638273474,84.42857143
1717638273475,73.66666667
1717638273481,73.89473684
1717638273482,77.04
1717638273483,79.18181818
1717638273488,73.04545455
1717638273489,72.23076923
1717638273490,71.5
1717638273498,64.33333333
1717638273499,69.36363636
1717638273500,68.46153846
1717638273501,72.47619048
1717638273502,75.6
1717638273503,73
1717638273528,50.04166667
1717638273529,50.93939394
1717638273530,57.625
1717638273531,61.08823529
1717638273532,67
1717638273533,64.57142857
1717638273534,80.38095238
1717638273535,79.17391304
1717638273536,82.93333333
1717638273537,81.20689655
1717638273538,80
1717638273543,75
1717638273545,67
1717638273546,57
1717638273551,68
1717638273552,67.8
1717638273558,62.25
1717638273559,60.93939394
1717638273560,61.53846154
1717638273561,62.03846154
1717638273562,61.88571429
1717638273563,62.33333333
1717638273567,57.9
1717638273568,59.92592593
1717638273569,61.76923077
1717638273571,61
1717638273576,55
1717638273577,58.65517241
1717638273579,61.7037037
1717638273580,65.5
1717638273581,65.5
1717638273583,53
1717638273587,57.14285714
1717638273588,53.71428571
1717638273589,58.53846154
1717638273591,62.95
1717638273593,61.2
1717638273594,61
1717638273595,65.375
1717638273596,66.42857143
1717638273616,54.54166667
1717638273617,57.17241379
1717638273618,56.07692308
1717638273619,58.05263158
1717638273620,59.48148148
1717638273621,61.11538462
1717638273622,59.71428571
1717638273623,66.96969697
1717638273624,79.54054054
1717638273625,81.08695652
1717638273631,75.9
1717638273632,76.07692308
1717638273633,75
1717638273636,72
1717638273637,74.17391304
1717638273640,75
1717638273644,65.31578947
1717638273645,71.3030303
1717638273647,79.66666667
1717638273653,68.42857143
1717638273654,65.12
1717638273655,73.64705882
1717638273656,50
1717638273657,50
1717638273658,63.33333333
1717638273661,66.95238095
1717638273671,57.66666667
1717638273672,72.23529412
1717638273673,65
1717638273674,74.42105263
1717638273675,73
1717638273676,73
1717638273677,72.33333333
1717638273678,72.39130435
1717638273679,71.04545455
1717638273680,71.125
1717638273682,69.375
1717638273683,69.83333333
1717638273684,74.42105263
1717638273689,69
1717638273690,68
1717638273691,68
1717638273704,55.9
1717638273705,54.84
1717638273706,55
1717638273707,55.61538462
1717638273708,58.56756757
1717638273709,67.03030303
1717638273715,76.70588235
1717638273716,82.38461538
1717638273717,81.33333333
1717638273728,71.2
1717638273729,72.28125
1717638273730,71.44827586
1717638273732,69.9
1717638273748,54.75
1717638273749,55
1717638273750,62.77777778
1717638273751,81.53571429
1717638273752,81.22727273
1717638273757,76
1717638273758,76.7
1717638273759,78.60416667
1717638273760,79.91304348
1717638273764,80
1717638273765,76.84210526
1717638273766,74.25
1717638273767,74.375
1717638273768,79
1717638273771,76.75
1717638273781,66.23076923
1717638273782,65.47058824
1717638273797,51.88235294
1717638273798,51.04
1717638273799,56.16666667
1717638273800,58.68181818
1717638273801,58.76666667
1717638273802,61.67857143
1717638273803,71.46153846
1717638273804,72.29032258
1717638273805,73.26315789
1717638273832,51.81481481
1717638273833,53.08695652
1717638273834,54.47826087
1717638273835,56.52173913
1717638273836,59.71428571
1717638273837,57.26315789
1717638273838,59.38095238
1717638273839,64.09090909
1717638273840,60.84848485
1717638273841,61.05263158
1717638273847,75.15789474
1717638273848,77.67647059
1717638273849,77.06896552
1717638273851,76.53846154
1717638273858,69.3125
1717638273859,69.8125
1717638273860,71.5
1717638273863,73.2
1717638273864,80.85714286
1717638273867,81.33333333
1717638273875,70.95
1717638273876,72
1717638273879,70.33333333
1717638273880,70.25
1717638273886,64.89473684
1717638273887,68.08333333
1717638273888,65.11538462
1717638273889,66.64285714
1717638273896,62
1717638273897,61.2
1717638273898,61.84
1717638273899,69.84848485
1717638273900,77
1717638273901,76.2
1717638273902,76
1717638273923,55.23529412
1717638273924,55.13636364
1717638273925,64.81818182
1717638273926,64.36666667
1717638273927,71.39473684
1717638273928,76
1717638273929,86.92307692
1717638273930,100.6923077
1717638273931,101.6666667
1717638273934,73.28571429
1717638273935,73.3
1717638273947,64.625
1717638273948,77.42424242
1717638273949,82.68965517
1717638273950,83.60714286
1717638273951,82
1717638273952,82.05882353
1717638273953,81.85714286
1717638273957,78.25
1717638273958,77.37931034
1717638273959,77.86363636
1717638273960,77.38461538
1717638273961,76.75
1717638273964,74.375
1717638273977,65.92957746
1717638273978,73.54545455
1717638273982,70
1717638273984,62
1717638273990,59.88461538
1717638273991,66.89285714
1717638273992,68.25
1717638273993,65.5
1717638273997,64
1717638274002,55.04545455
1717638274003,56.33333333
1717638274005,61.14814815
1717638274008,59
1717638274009,57.52380952
1717638274011,55.8
1717638274031,40.5
1717638274032,44.16326531
1717638274033,51.47368421
1717638274034,54
1717638274035,64.88095238
1717638274036,62.25806452
1717638274037,69.35714286
1717638274038,72.15789474
1717638274041,75.47222222
1717638274042,85.25
1717638274046,78.3125
1717638274048,79.33333333
1717638274049,80
1717638274051,77.46153846
1717638274052,77.05882353
1717638274054,74.90909091
1717638274056,73.23076923
1717638274057,72.4
1717638274059,71
1717638274060,76.61538462
1717638274061,76.06666667
1717638274065,71.72222222
1717638274066,69.33333333
1717638274067,72.43478261
1717638274068,72.85714286
1717638274073,67.875
1717638274074,67.75
1717638274075,66.88888889
1717638274076,66.6
1717638274081,63.2
1717638274082,64.45454545
1717638274086,55
1717638274087,56.05
1717638274088,57
1717638274089,95.64285714
1717638274090,99.36363636
1717638274093,96.8
1717638274094,95.8125
1717638274100,90
1717638274101,94.82758621
1717638274102,96.6
1717638274103,93.41666667
1717638274104,94.66666667
1717638274110,88.14285714
1717638274111,92
1717638274112,84.71428571
1717638274126,73.77777778
1717638274127,79.3
1717638274128,82.77777778
1717638274129,81.39393939
1717638274130,87.26923077
1717638274131,86
1717638274137,80.75
1717638274138,80.42857143
1717638274139,83.30434783
1717638274140,82.07407407
1717638274141,85.28571429
1717638274142,86.11904762
1717638274143,90.38461538
1717638274145,90.28571429
1717638274151,84.5
1717638274182,50.66666667
1717638274188,52.81818182
1717638274189,55.45454545
1717638274190,54.26086957
1717638274191,52.28571429
1717638274193,57.66666667
1717638274194,55.42857143
1717638274196,55.41176471
1717638274197,51.85714286
1717638274198,55.33333333
1717638274201,54.64285714
1717638274202,55.07692308
1717638274203,58
1717638274204,54.25
1717638274207,56.69230769
1717638274208,58.80952381
1717638274209,61.2
1717638274210,59.5
1717638274211,60.15
1717638274212,63
1717638274215,59
1717638274216,56.91304348
1717638274217,58.85714286
1717638274218,64.11111111
1717638274219,63.78571429
1717638274222,61
1717638274223,60.29166667
1717638274224,59.83333333
1717638274226,64.5
1717638274227,69.36666667
1717638274230,72.16666667
1717638274231,71.26666667
1717638274235,70.52941176
1717638274236,72.71428571
1717638274240,67.85714286
1717638274242,66.33333333
1717638274243,66.875
1717638274246,65.1
1717638274247,69
1717638274248,68.2
1717638274251,66.88888889
1717638274252,67.66666667
1717638274253,68.52380952
1717638274254,72.125
1717638274256,72.31578947
1717638274257,71.9
1717638274258,72.5
1717638274261,73.29411765
1717638274266,69.83333333
1717638274267,70.95652174
1717638274268,71
1717638274271,68.83333333
1717638274272,69.35294118
1717638274274,68.7
1717638274275,68
1717638274276,69.82608696
1717638274277,70.42857143
1717638274282,65.0625
1717638274283,65.96551724
1717638274284,68.5
1717638274288,64.75
1717638274290,62.2
1717638274291,65.12
1717638274292,70.66666667
1717638274298,60.07692308
1717638274304,56
1717638274305,60.25
1717638274306,61.86666667
1717638274307,58.82352941
1717638274309,58.2
1717638274310,63.45833333
1717638274311,62.5
1717638274312,74.875
1717638274315,66.93333333
1717638274318,66.56521739
1717638274319,71.18181818
1717638274320,80.4
1717638274321,79.84615385
1717638274326,73.9047619
1717638274327,74
1717638274328,73
1717638274331,70
1717638274332,71.81818182
1717638274333,69
1717638274334,69.30769231
1717638274338,66
1717638274339,66.5483871
1717638274340,66.5625
1717638274341,67.66666667
1717638274342,67.36842105
1717638274343,66
1717638274345,66.5
1717638274346,82.45833333
1717638274347,86.13043478
1717638274348,86
1717638274349,85.4
1717638274350,84.90909091
1717638274352,83.125
1717638274353,82.53333333
1717638274355,80
1717638274356,80.42857143
1717638274358,79
1717638274359,77
1717638274360,76.14285714
1717638274361,75.83333333
1717638274363,74.06666667
1717638274366,71.90909091
1717638274367,72.38461538
1717638274368,75.76190476
1717638274370,71
1717638274373,71.7
1717638274374,75
1717638274375,74
1717638274376,73
1717638274380,69
1717638274381,68.2
1717638274382,67.71428571
1717638274383,67.3
1717638274384,67.5
1717638274387,69
1717638274388,68.15789474
1717638274389,63
1717638274400,60.35
1717638274401,67.70454545
1717638274402,67.54545455
1717638274404,65.625
1717638274405,65.58974359
1717638274406,64.72727273
1717638274407,66.19230769
1717638274408,71.4
1717638274411,67.83333333
1717638274412,68.33333333
1717638274432,47.2
1717638274433,47
1717638274434,52
1717638274435,55.42307692
1717638274436,61.67647059
1717638274437,68.17391304
1717638274438,64.5
1717638274439,67.125
1717638274440,67.1875
1717638274441,67.66666667
1717638274447,63
1717638274448,65.61111111
1717638274449,69.36
1717638274450,68.84615385
1717638274451,71.11111111
1717638274452,70.45454545
1717638274455,68.64285714
1717638274456,69.66666667
1717638274468,60.04166667
1717638274469,67
1717638274470,70.2195122
1717638274471,73.63157895
1717638274472,82
1717638274473,80.55
1717638274478,76
1717638274479,76.25
1717638274480,76
1717638274484,72
1717638274485,76
1717638274486,83
1717638274487,82.53333333
1717638274489,81
1717638274490,75.8
1717638274494,70.33333333
1717638274495,72.2
1717638274499,71.8125
1717638274500,71.04347826
1717638274505,67
1717638274506,66.9
1717638274507,76.72727273
1717638274508,78.61538462
1717638274509,80
1717638274510,78.79166667
1717638274511,77.6
1717638274512,75.33333333
1717638274521,67
1717638274522,67.4137931
1717638274523,71.13043478
1717638274524,69.96666667
1717638274534,64.8
1717638274535,65.26666667
1717638274536,65.8
1717638274537,69.91428571
1717638274538,72.69565217
1717638274552,61.8
1717638274553,60.05555556
1717638274554,64
1717638274555,66.31034483
1717638274556,71.10869565
1717638274568,69.875
1717638274569,78.73684211
1717638274570,77.79166667
1717638274571,77.2
1717638274572,81.41176471
1717638274573,86.11111111
1717638274574,85.66666667
1717638274585,75
1717638274586,74.64705882
1717638274587,70.29411765
1717638274588,69.10526316
1717638274589,76.68421053
1717638274590,74.4
1717638274593,76
1717638274594,73.07407407
1717638274595,74.57692308
1717638274596,72
1717638274600,69.66666667
1717638274601,73.25
1717638274602,71.94444444
1717638274607,68.75
1717638274608,72.78571429
1717638274611,71.5
1717638274612,69
1717638274613,70.42857143
1717638274614,76.6
1717638274617,67.5
1717638274618,68
1717638274619,67.1
1717638274623,71.29166667
1717638274624,72
1717638274628,66
1717638274629,66.23529412
1717638274636,67.25
1717638274645,50
1717638274646,53.73684211
1717638274647,57.3
1717638274648,56.16216216
1717638274649,55.25
1717638274651,53.91666667
1717638274654,56
1717638274655,62
1717638274656,60.77777778
1717638274657,60.2
1717638274659,59
1717638274660,58.17857143
1717638274661,57.66666667
1717638274662,57.81818182
1717638274663,81
1717638274664,80
1717638274665,57
1717638274667,70.18181818
1717638274668,72.73684211
1717638274669,74.33333333
1717638274670,75.47826087
1717638274671,74.63636364
1717638274674,70.75
1717638274675,73.41176471
1717638274676,75
1717638274681,69.66666667
1717638274682,69.31818182
1717638274683,69
1717638274684,68.5
1717638274685,68.08333333
1717638274686,66.875
1717638274687,66
1717638274693,60
1717638274694,60.04
1717638274695,67.36363636
1717638274696,63.5
1717638274701,62.5
1717638274702,67.18181818
1717638274703,66.5
1717638274704,70.65217391
1717638274705,71.7826087
1717638274706,73
1717638274716,59
1717638274717,61.86666667
1717638274718,66.05555556
1717638274719,67.3125
1717638274722,72.2
1717638274729,64.22222222
1717638274743,52.48387097
1717638274744,65.66666667
1717638274750,66.92857143
1717638274751,67.65517241
1717638274752,67.2244898
1717638274753,68.3255814
1717638274754,67.5
1717638274755,69.5
1717638274756,72.8
1717638274762,67.71428571
1717638274763,68.4
1717638274765,68.76923077
1717638274766,75
1717638274774,64.95238095
1717638274775,64.04
1717638274776,74.63157895
1717638274779,75.65
1717638274782,59
1717638274783,67.0625
1717638274784,70
1717638274785,70.36363636
1717638274787,69
1717638274790,66
1717638274791,65
1717638274794,63.91666667
1717638274795,65.72413793
1717638274796,67
1717638274797,65.08333333
1717638274798,65
1717638274800,63.85714286
1717638274814,50.8
1717638274816,50.04545455
1717638274817,59.59375
1717638274818,55.96153846
1717638274819,64.21875
1717638274820,64.13333333
1717638274821,69.76666667
1717638274822,71.7
1717638274826,68
1717638274827,64.5
1717638274830,67.61904762
1717638274831,88.54545455
1717638274832,84.92307692
1717638274833,84
1717638274837,79.5
1717638274838,80.17647059
1717638274839,80.64285714
1717638274840,80
1717638274841,78.72413793
1717638274842,78.5
1717638274853,67.65
1717638274854,75.47826087
1717638274855,74.28
1717638274856,76.16666667
1717638274857,76.57142857
1717638274862,72.48148148
1717638274863,72.73684211
1717638274864,72
1717638274865,74.23076923
1717638274866,75.83333333
1717638274872,68.09090909
1717638274873,69
1717638274874,70.55555556
1717638274875,74.75
1717638274879,73.28571429
1717638274880,75
1717638274881,62.75
1717638274882,62.73684211
1717638274883,61
1717638274884,65.625
1717638274885,71
1717638274887,69
1717638274890,65.75
1717638274891,74.9
1717638274892,70
1717638274893,69
1717638274894,69
1717638274895,67
1717638274915,50.76923077
1717638274916,50.94444444
1717638274917,50.28571429
1717638274918,52.86206897
1717638274919,57.38095238
1717638274920,61.86363636
1717638274921,63.45454545
1717638274922,61.38461538
1717638274932,59.84615385
1717638274933,59.46666667
1717638274934,61.70833333
1717638274935,67.9047619
1717638274936,65.21428571
1717638274937,65
1717638274941,65.59259259
1717638274942,69.46153846
1717638274943,67.25
1717638274944,68.6
1717638274945,72.29411765
1717638274946,73.42857143
1717638274955,65.51851852
1717638274956,68
1717638274957,70
1717638274961,65.57142857
1717638274962,67.51724138
1717638274963,67
1717638274965,70.94117647
1717638274966,72.09090909
1717638274967,72.25
1717638274968,93
1717638274969,85.44444444
1717638274970,92.36363636
1717638274976,86.17647059
1717638274977,85.8
1717638274981,82
1717638274982,81.10526316
1717638274984,80.57692308
1717638274990,74.38095238
1717638274991,73.44444444
1717638274993,71.5
1717638274994,73.35
1717638274995,73.45454545
1717638274996,72.25
1717638274998,67
1717638274999,66.71428571
1717638275000,66.07142857
1717638275002,69.21052632
1717638275003,73.75
1717638275005,71.8
1717638275007,67
1717638275010,76.71428571
1717638275011,69.88571429
1717638275016,71.31034483
1717638275017,68.2
1717638275018,70
1717638275019,72
1717638275021,81.3
1717638275023,82.75
1717638275026,63
1717638275027,63.71428571
1717638275029,69
1717638275030,76.37837838
1717638275034,73
1717638275035,71.73333333
1717638275036,71.33333333
1717638275037,76.25
1717638275061,52.9
1717638275062,50.31818182
1717638275063,55.57142857
1717638275064,58.08108108
1717638275065,63.36170213
1717638275066,63.93548387
1717638275069,64.48
1717638275072,65
1717638275074,63.33333333
1717638275076,61.5
1717638275077,65
1717638275078,68.66666667
1717638275079,65.08333333
1717638275080,66.33333333
1717638275081,65.57142857
1717638275087,60
1717638275088,73.72
1717638275089,93.57142857
1717638275091,91.77777778
1717638275092,93
1717638275104,83
1717638275105,82.05
1717638275106,96.5
1717638275107,95.24137931
1717638275108,103.2962963
1717638275110,85
1717638275111,88.36
1717638275114,97.6
1717638275115,97.33333333
1717638275116,97
1717638275117,96
1717638275118,96.61538462
1717638275120,98.25
1717638275121,97.1
1717638275128,87.16
1717638275129,86.8
1717638275130,90.7173913
1717638275131,94.81818182
1717638275136,92.42857143
1717638275137,85.6
1717638275138,87.9375
1717638275145,84.75
1717638275146,84.42857143
1717638275147,85.44444444
1717638275148,85
1717638275149,83.5
1717638275181,51.14285714
1717638275182,51.21052632
1717638275183,56.61538462
1717638275186,53
1717638275187,55.31818182
1717638275188,58.66666667
1717638275194,46
1717638275195,48.41176471
1717638275196,53.60869565
1717638275197,53
1717638275210,79.25
1717638275211,78.91304348
1717638275212,83.05
1717638275213,90.45238095
1717638275214,96.93478261
1717638275215,103
1717638275218,97.14285714
1717638275219,97.875
1717638275220,95.95744681
1717638275227,92.33333333
1717638275228,94
1717638275229,95.71428571
1717638275230,99
1717638275231,101.0909091
1717638275232,97.52173913
1717638275233,103.6666667
1717638275234,104
1717638275235,108.4285714
1717638275237,95.90909091
1717638275239,98.28571429
1717638275240,98.09375
1717638275242,98.9
1717638275249,89.45833333
1717638275250,92.10526316
1717638275284,61
1717638275289,65.125
1717638275290,55.88461538
1717638275293,53.125
1717638275297,50
1717638275298,58
1717638275301,53.33333333
1717638275303,52.68421053
1717638275304,52.22222222
1717638275307,51.2
1717638275308,48.88888889
1717638275309,47.72727273
1717638275313,62.55555556
1717638275314,61.77777778
1717638275315,61.78571429
1717638275316,61.5
1717638275321,56.88461538
1717638275322,58.09677419
1717638275323,57.5
1717638275324,56.36842105
1717638275328,51.4
1717638275329,52.75862069
1717638275330,58.16666667
1717638275331,58.4
1717638275333,57.4
1717638275334,56.44
1717638275335,59.85714286
1717638275337,59.66666667
1717638275338,59.40909091
1717638275339,60.625
1717638275340,66.90909091
1717638275341,68.46153846
1717638275345,65.42307692
1717638275346,67.04545455
1717638275347,69.82758621
1717638275355,62.11111111
1717638275356,66.4375
1717638275357,68.42857143
1717638275375,52
1717638275376,55.48148148
1717638275377,56.2
1717638275378,59.27586207
1717638275379,58.77777778
1717638275380,60.05882353
1717638275382,63.04166667
1717638275384,64
1717638275385,61
1717638275386,61.9
1717638275387,62
1717638275390,61.40909091
1717638275391,66.68
1717638275392,65
1717638275395,62.33333333
1717638275396,61.73684211
1717638275398,70.75
1717638275400,64.55555556
1717638275401,63
1717638275409,55.2
1717638275410,58.27777778
1717638275411,61.26470588
1717638275412,57
1717638275416,58.5
1717638275417,63.46875
1717638275418,73.68181818
1717638275420,78
1717638275423,75.5
1717638275424,74.05882353
1717638275425,73.05882353
1717638275426,72.8
1717638275427,72.10526316
1717638275429,70.88235294
1717638275430,82.5
1717638275431,68.71428571
1717638275432,68
1717638275433,67
1717638275434,77.375
1717638275435,71
1717638275436,70
1717638275438,69.86666667
1717638275439,70.42857143
1717638275440,71.07692308
1717638275441,71.1875
1717638275442,76.85714286
1717638275447,73.875
1717638275448,75.52631579
1717638275449,76.625
1717638275457,72.84
1717638275458,74.55882353
1717638275464,76.59090909
1717638275465,81.78571429
1717638275468,75.25
1717638275469,75.11764706
1717638275470,74.91666667
1717638275471,74
1717638275472,78
1717638275473,77
1717638275474,76.5
1717638275475,75.45454545
1717638275480,68.57894737
1717638275481,69.34782609
1717638275497,54.5
1717638275498,56.42857143
1717638275499,61.97727273
1717638275500,72.58064516
1717638275506,66.93939394
1717638275507,66.8
1717638275509,65.33333333
1717638275510,71.1
1717638275513,77.85185185
1717638275514,79.8
1717638275525,71.82051282
1717638275526,71.06976744
1717638275527,71
1717638275542,59.125
1717638275543,72.31707317
1717638275544,78.90322581
1717638275545,76.5
1717638275550,74.46808511
1717638275551,77.90909091
1717638275552,78.27272727
1717638275557,72.33333333
1717638275558,73.26530612
1717638275559,79.75
1717638275572,69.47826087
1717638275573,78.70909091
1717638275574,78.21875
1717638275581,71.1
1717638275582,46
1717638275588,66.09090909
1717638275592,65
1717638275593,61.14285714
1717638275597,61.9375
1717638275598,69.14
1717638275600,76
1717638275601,75
1717638275604,91.6
1717638275605,81
1717638275610,82.55555556
1717638275611,84.75
1717638275619,70.33333333
1717638275620,74.4375
1717638275621,71.375
1717638275627,67.94444444
1717638275628,65.94444444
1717638275629,65.64
1717638275631,63.4
1717638275632,65.73333333
1717638275633,65.6
1717638275635,75.66666667
1717638275636,86.42857143
1717638275651,73.21875
1717638275652,71.9
1717638275653,74.2173913
1717638275654,78
1717638275657,75.35714286
1717638275658,73.75
1717638275659,72.75
1717638275660,72
1717638275661,69.42857143
1717638275662,74.31818182
1717638275663,71.33333333
1717638275665,70.83333333
1717638275676,59.95454545
1717638275694,49.98717949
1717638275695,56.68131868
1717638275696,66.13157895
1717638275699,65.25
1717638275700,65
1717638275701,63
1717638275702,62.5
1717638275707,84
1717638275708,80
1717638275709,84.2
1717638275717,78.45833333
1717638275719,86.6
1717638275720,88.25
1717638275727,82.76190476
1717638275728,83.76666667
1717638275729,81.4
1717638275731,80
1717638275732,80.425
1717638275733,80.5
1717638275735,79.09090909
1717638275736,81.70454545
1717638275737,88.07692308
1717638275738,80
1717638275744,77.18181818
1717638275745,80.8
1717638275746,79.8
1717638275747,79.08333333
